,street,city,state,zipcode,price,bed,bath,sqft,walkscore,transitscore,bikescore,competitivescore,1st School Rating,status,house_type,year_built,Lotsize,perSq_Ft,Price_Level
667,1102 Carolyn Ave,San jose,Ca,95125,2995000,3 ,2.5,3033 ,85,45,77,65,5.0,Active,Single Family Home,1941,8235.0,987.0,1
668,1331 El Moro Dr,Campbell,Ca,95008,2545000,4 ,3.0,2350 ,65,41,58,92,8.0,Active,Single Family Home,1955,9811.0,1083.0,1
669,1181 Virginia Ave,Campbell,Ca,95008,3488000,4 ,3.0,2650 ,32,27,68,72,6.0,Active,Single Family Home,2007,10539.0,1316.0,1
670,843 Trenton Dr,Sunnyvale,Ca,94087,2698000,4 ,2.0,1819 ,58,30,88,85,9.0,Active,Single Family Home,1960,9523.0,1483.0,1
671,4388 Felter Rd,Milpitas,Ca,95035,2399000,4 ,2.5,3027 ,0,0,4,79,5.0,Active,Single Family Home,1976,0.0,793.0,1
672,675 Manzanita Ave,Sunnyvale,Ca,94085,1400000,3 ,1.5,1092 ,73,41,81,81,3.0,Active,Single Family Home,1953,5043.0,1282.0,1
673,553 Waite Ave,Sunnyvale,Ca,94085,1372000,3 ,2.0,1393 ,83,42,80,81,3.0,Active,Single Family Home,1949,6425.0,985.0,1
674,27421 Sherlock Rd,Los altos hills,Ca,94022,6495000,4 ,3.0,3800 ,7,0,11,76,9.0,Active,Single Family Home,1988,0.0,1709.0,1
675,965 Cheswick Dr,San jose,Ca,95121,998888,4 ,2.0,1594 ,26,41,54,86,5.0,Active,Single Family Home,1978,6831.0,627.0,0
676,1561 Shaw Dr,San jose,Ca,95118,1498888,4 ,2.5,1654 ,46,26,53,82,7.0,Active,Single Family Home,1961,7004.0,906.0,1
677,320 Cherokee Loop,Mountain view,Ca,94043,1880000,3 ,3.5,1893 ,67,33,96,84,6.0,Active,Townhouse,2018,1384.0,993.0,1
678,1519 Amesbury Way,San jose,Ca,95127,849950,3 ,2.0,1134 ,53,41,51,78,3.0,Active,Single Family Home,1958,5153.0,750.0,0
679,1795 Foxworthy Ave,San jose,Ca,95124,1795000,6 ,2.5,2303 ,75,32,66,85,7.0,Active,Single Family Home,1956,10471.0,779.0,1
680,1156 W Iowa Ave,Sunnyvale,Ca,94086,2088000,4 ,2.0,1258 ,78,42,82,81,4.0,Active,Single Family Home,1958,5700.0,1660.0,1
681,1275 Edsel Dr,Milpitas,Ca,95035,1098000,4 ,2.0,1549 ,76,29,71,78,2.0,Active,Single Family Home,1966,6853.0,709.0,1
682,3303 Kifer Rd Unit 103A,Santa clara,Ca,95051,1668888,4 ,3.5,1940 ,33,38,59,72,5.0,Active,Condo,2021,0.0,860.0,1
683,4136 Camden Ave,San jose,Ca,95124,1349995,3 ,2.0,1750 ,62,22,56,85,8.0,Active,Single Family Home,1957,7035.0,771.0,1
684,914 Celia Dr,Palo alto,Ca,94303,3298000,4 ,2.0,2053 ,52,24,92,78,8.0,Active,Single Family Home,1954,6291.0,1606.0,1
685,3069 Middlefield Rd #102,Palo alto,Ca,94306,948000,1 ,1.0,870 ,73,26,100,78,8.0,Active,Condo,1986,0.0,1090.0,0
686,3722 Carlson Cir,Palo alto,Ca,94306,3288000,4 ,3.0,2254 ,54,39,95,63,8.0,Active,Single Family Home,1952,6280.0,1459.0,1
687,4225 Ross Ave,San jose,Ca,95124,1798888,5 ,3.0,1877 ,74,23,53,85,8.0,Active,Single Family Home,1963,6109.0,958.0,1
688,920 Chelan Dr,Sunnyvale,Ca,94087,2488000,3 ,2.0,1637 ,42,29,58,81,9.0,Active,Single Family Home,1955,7930.0,1520.0,1
689,2585 El Camino Real #409,Santa clara,Ca,95051,1228000,3 ,2.0,1390 ,77,46,74,74,6.0,Active,Condo,2015,0.0,883.0,1
690,1832 Wintersong Ct,San jose,Ca,95131,1680000,5 ,3.0,2533 ,57,54,69,91,8.0,Active,Single Family Home,1975,9889.0,663.0,1
691,1923 Willow St,San jose,Ca,95125,1969000,4 ,2.5,2009 ,55,46,76,65,5.0,Active,Single Family Home,1952,9960.0,980.0,1
692,807 Cedar Ave,Sunnyvale,Ca,94086,1395000,3 ,1.5,1030 ,57,43,80,80,5.0,Active,Single Family Home,1944,4960.0,1354.0,1
693,20127 Mendelsohn Ln,Saratoga,Ca,95070,4388888,4 ,3.5,2861 ,41,0,28,47,9.0,Active,Single Family Home,1975,0.0,1534.0,1
694,14297 Buckner Dr,San jose,Ca,95127,1288800,3 ,2.0,1440 ,9,0,49,63,1.0,Active,Single Family Home,1953,0.0,895.0,1
695,22991 Longdown Rd,Cupertino,Ca,95014,1399888,3 ,2.0,1234 ,10,17,23,89,9.0,Active,Townhouse,1974,2621.0,1134.0,1
696,5158 Sunny Creek Dr,San jose,Ca,95135,2088000,4 ,3.0,2292 ,7,29,52,83,8.0,Active,Single Family Home,1985,7540.0,911.0,1
697,4733 Jarvis Ave,San jose,Ca,95118,1499950,4 ,3.0,1949 ,68,27,69,90,2.0,Active,Single Family Home,1966,7400.0,770.0,1
698,1458 Lucena Ct,San jose,Ca,95132,1368888,4 ,2.0,1478 ,35,46,53,79,5.0,Active,Single Family Home,1966,6912.0,926.0,1
699,15307 McCobb Dr #47,Los gatos,Ca,95032,2198000,3 ,3.5,1974 ,62,0,67,54,9.0,Active,Condo,2022,0.0,1113.0,1
700,16309 Hamsher Ct #226,Los gatos,Ca,95032,1382000,1 ,1.5,1263 ,2,0,6,54,0.0,Active,Condo,2022,0.0,1094.0,1
701,1471 Luning Dr,San jose,Ca,95118,1749000,4 ,2.5,1937 ,70,27,60,90,8.0,Active,Single Family Home,1968,6255.0,903.0,1
702,2245 Old Piedmont Rd,San jose,Ca,95132,1988888,3 ,3.5,2234 ,39,29,41,79,7.0,Active,Single Family Home,1954,0.0,890.0,1
703,4890 Tony Ave,San jose,Ca,95124,1688000,3 ,2.0,1601 ,29,34,0,82,9.0,Active,Single Family Home,1956,6406.0,1054.0,1
704,495 Snap Dragon,Milpitas,Ca,95035,1198000,3 ,3.5,1666 ,46,34,63,86,7.0,Active,Townhouse,2018,741.0,719.0,1
705,206 Sunnyside Ave,Campbell,Ca,95008,1850000,4 ,2.5,1864 ,84,51,78,72,6.0,Active,Single Family Home,1999,4510.0,992.0,1
706,783 Pescadero Dr,San jose,Ca,95123,1100000,4 ,2.5,1893 ,54,28,67,88,4.0,Active,Single Family Home,1964,6342.0,581.0,1
707,2165 Booksin Ave,San jose,Ca,95125,3995000,4 ,3.5,3892 ,15,36,56,65,7.0,Active,Single Family Home,2022,10134.0,1026.0,1
708,1641 Hyacinth Ln,San jose,Ca,95124,2198000,4 ,3.0,1719 ,45,23,43,82,8.0,Active,Single Family Home,2021,5969.0,1279.0,1
709,702 Lakebird Dr,Sunnyvale,Ca,94089,1378000,3 ,2.0,1468 ,33,44,69,85,4.0,Active,Single Family Home,1957,5912.0,939.0,1
710,9755 Tapestry Dr,Gilroy,Ca,95020,1210000,5 ,3.0,3020 ,19,0,50,48,4.0,Active,Single Family Home,2004,6248.0,401.0,1
711,4212 Darlington Ct,Palo alto,Ca,94306,2798000,4 ,2.0,1502 ,64,44,95,83,8.0,Active,Single Family Home,1951,6052.0,1863.0,1
712,1350 Oakland Rd #187,San jose,Ca,95112,359900,4 ,2.0,1503 ,36,47,56,0,5.0,Active,Double-Wide Mobile Home,2000,0.0,239.0,0
713,505 Sunnybrook Dr,Campbell,Ca,95008,3498000,5 ,4.5,3176 ,41,44,66,72,6.0,Active,Single Family Home,2022,8315.0,1101.0,1
714,6068 Sanford Dr,San jose,Ca,95123,1249000,4 ,2.0,1791 ,48,16,29,78,4.0,Active,Single Family Home,1968,6030.0,697.0,1
715,1476 Portobelo Dr,San jose,Ca,95118,1399999,4 ,2.0,1937 ,70,27,60,90,8.0,Active,Single Family Home,1968,6191.0,723.0,1
716,4016 Sadie Ct,Campbell,Ca,95008,1698000,4 ,2.5,2387 ,22,30,49,79,8.0,Active,Single Family Home,1971,6953.0,711.0,1
717,14685 Oka Rd #19,Los gatos,Ca,95032,549900,3 ,2.0,1295 ,35,0,60,0,9.0,Active,Double-Wide Mobile Home,2000,0.0,425.0,0
718,16384 Peacock Ln,Los gatos,Ca,95032,3398000,4 ,3.0,1801 ,33,0,40,76,9.0,Active,Single Family Home,1949,10683.0,1887.0,1
719,4372 Laird Cir,Santa clara,Ca,95054,1649000,3 ,3.5,1657 ,50,47,78,72,6.0,Active,Single Family Home,2005,2412.0,995.0,1
720,182 Poplar Ave,Campbell,Ca,95008,1650000,3 ,1.0,1178 ,83,50,0,72,6.0,Active,Single Family Home,1945,0.0,1401.0,1
721,1201 Sycamore Ter #122,Sunnyvale,Ca,94086,220000,2 ,1.0,840 ,76,42,65,0,6.0,Active,Double-Wide Mobile Home,1997,0.0,262.0,0
722,871 Laburnum Dr,Sunnyvale,Ca,94086,2298000,4 ,2.5,2204 ,75,45,84,88,6.0,Active,Single Family Home,1966,6400.0,1043.0,1
723,6305 Blauer Ln,San jose,Ca,95135,748000,2 ,2.0,1340 ,6,20,33,59,8.0,Active,Condo,1974,0.0,558.0,0
724,1400 Bowe Ave #1504,Santa clara,Ca,95051,749000,2 ,2.0,1062 ,64,45,58,78,7.0,Active,Condo,1986,1080.0,705.0,0
725,1233 Lockhaven Way,San jose,Ca,95129,2298000,3 ,2.0,1296 ,37,29,57,92,9.0,Active,Single Family Home,1965,6125.0,1773.0,1
726,2584 Gimelli Way,San jose,Ca,95133,1228000,3 ,4.0,1564 ,65,47,65,63,4.0,Active,Townhouse,2019,755.0,785.0,1
727,19616 Ladera Ct,Saratoga,Ca,95070,3148000,4 ,2.5,1999 ,17,0,54,92,9.0,Active,Single Family Home,1965,10624.0,1575.0,1
728,14830 Blossom Hill Rd,Los gatos,Ca,95032,5300000,5 ,4.5,3992 ,34,0,21,57,9.0,Active,Single Family Home,2008,0.0,1328.0,1
729,5537 Judith St #2,San jose,Ca,95123,549000,2 ,1.0,903 ,66,45,51,67,5.0,Active,Condo,1970,0.0,608.0,0
730,5239 Pisa Ct,San jose,Ca,95138,2998000,5 ,4.5,3880 ,2,0,19,62,9.0,Active,Single Family Home,1998,0.0,773.0,1
731,10940 Prieta Ct,San jose,Ca,95127,1399999,3 ,2.5,2020 ,10,0,4,63,5.0,Active,Single Family Home,1978,0.0,693.0,1
732,10935 Miramonte Rd,Cupertino,Ca,95014,5480000,5 ,4.5,4942 ,34,0,38,80,9.0,Active,Single Family Home,1999,0.0,1109.0,1
733,174 Coffeeberry Dr,San jose,Ca,95123,1800000,4 ,3.0,2470 ,67,50,68,72,6.0,Active,Single Family Home,1999,4470.0,729.0,1
734,1522 Pine Glen Ct,San jose,Ca,95125,995000,3 ,2.5,1260 ,84,39,73,65,5.0,Active,Townhouse,1971,1918.0,790.0,0
735,8765 Wild Iris Dr,Gilroy,Ca,95020,1649000,5 ,3.5,3488 ,7,0,22,48,4.0,New,Single Family Residential,2007,0.0,473.0,1
736,13962 Shadow Oaks Way,Saratoga,Ca,95070,3998000,4 ,2.5,2629 ,37,0,49,47,9.0,Active,Single Family Home,1974,0.0,1521.0,1
737,3302 Kipling St,Palo alto,Ca,94306,5998000,6 ,5.0,3494 ,52,30,92,88,8.0,Active,Single Family Home,2023,7865.0,1717.0,1
738,3708 Europe Ct,Santa clara,Ca,95051,1398000,2 ,2.5,1803 ,74,41,66,78,8.0,Active,Townhouse,1978,1862.0,775.0,1
739,1922 Alta Mesa Ct,Morgan hill,Ca,95037,1199000,3 ,2.0,1519 ,27,0,55,50,6.0,Active,Single Family Home,1988,5356.0,789.0,1
740,16140 Azalea Way,Los gatos,Ca,95032,2698000,3 ,2.0,1697 ,61,0,73,57,9.0,Active,Single Family Home,1955,8090.0,1590.0,1
741,79 Braxton Ter,Campbell,Ca,95008,1479000,3 ,3.5,1947 ,90,50,83,72,6.0,Active,Townhouse,2016,1245.0,760.0,1
742,20 Clareview Ave,San jose,Ca,95127,999999,3 ,2.0,1315 ,17,0,34,63,1.0,Active,Single Family Home,1953,8086.0,760.0,0
743,971 Shadow Brook Dr,San jose,Ca,95120,2150000,4 ,2.5,2240 ,50,18,63,90,8.0,Active,Single Family Home,1969,8015.0,960.0,1
744,2151 Oakland Rd #38,San jose,Ca,95131,268000,3 ,2.0,1440 ,31,41,51,0,5.0,Active,Double-Wide Mobile Home,1984,0.0,186.0,0
745,1050 Summermist Ct,San jose,Ca,95122,475000,1 ,1.0,746 ,40,41,56,64,6.0,Active,Condo,1985,851.0,637.0,0
746,3406 Gradell Pl,San jose,Ca,95148,1200000,3 ,2.0,1164 ,26,20,27,59,5.0,Active,Single Family Home,1984,6833.0,1031.0,1
747,2661 Senter Creek Ct,San jose,Ca,95111,650000,2 ,2.0,1146 ,69,42,72,62,5.0,Active,Condo,1983,0.0,567.0,0
748,679 Barcelona Loop,Milpitas,Ca,95035,998000,3 ,3.0,1643 ,52,65,66,84,7.0,Active,Townhouse,2015,621.0,607.0,0
749,6694 Buggywhip Ct,San jose,Ca,95120,1098000,3 ,2.5,1451 ,65,27,71,73,9.0,Active,Townhouse,1973,1684.0,757.0,1
750,909 Mangrove Ave,Sunnyvale,Ca,94086,2800000,4 ,3.5,2357 ,72,42,79,76,7.0,Active,Single Family Home,2006,5548.0,1188.0,1
751,191 E El Camino Real #140,Mountain view,Ca,94040,259000,2 ,2.0,1057 ,78,37,91,0,9.0,Active,Double-Wide Mobile Home,1998,0.0,245.0,0
752,2655 Glen Loman Way,San jose,Ca,95148,1399000,4 ,2.5,2113 ,58,55,69,87,5.0,Active,Single Family Home,1989,7815.0,662.0,1
753,Somerset Park Cir,San jose,Ca,95132,469000,1 ,1.0,677 ,34,46,51,79,5.0,Active,Condo,1988,0.0,693.0,0
754,1050 Bret Knoll Ct,San jose,Ca,95120,1350000,3 ,2.5,1580 ,60,19,57,90,8.0,Active,Single Family Home,1978,4316.0,854.0,1
755,2512 Amethyst Dr,Santa clara,Ca,95051,2200000,5 ,3.0,1440 ,42,35,62,86,5.0,Active,Single Family Home,2023,5727.0,1528.0,1
756,3034 Empoli St #4,San jose,Ca,95136,1169500,3 ,2.0,1241 ,21,37,12,60,5.0,Active,Condo,2023,0.0,942.0,1
757,14225 Lora Dr #99,Los gatos,Ca,95032,499000,1 ,1.0,816 ,37,0,29,51,9.0,Active,Condo,1963,816.0,612.0,0
758,15 N King Rd,San jose,Ca,95116,1090000,2 ,1.0,864 ,80,54,55,81,3.0,Active,Single Family Home,1938,9734.0,1262.0,1
759,3405 E Hills Dr,San jose,Ca,95127,1498888,6 ,6.0,2479 ,49,39,49,63,1.0,Active,Single Family Home,2018,7363.0,605.0,1
760,2958 Feliz Rd #159,Santa clara,Ca,95051,1428000,2 ,2.5,1268 ,49,36,66,72,5.0,Active,Condo,2020,0.0,1126.0,1
761,3204 Mckee Rd,San jose,Ca,95127,949950,5 ,2.0,1771 ,71,0,60,63,5.0,Active,Duplex,1950,6628.0,536.0,0
762,532 Tyrella Ave #16,Mountain view,Ca,94043,698000,3 ,1.5,1128 ,62,37,94,74,6.0,Active,Condo,1971,0.0,619.0,0
763,5288 Cribari Hts,San jose,Ca,95135,619950,2 ,2.0,1223 ,11,28,31,59,8.0,Active,Condo,1971,0.0,507.0,0
764,108 Colorado Ct,Los gatos,Ca,95032,3795000,4 ,5.0,5542 ,2,0,11,57,7.0,Active,Single Family Home,1982,0.0,685.0,1
765,2718 Riverrun Dr,San jose,Ca,95127,1099000,4 ,2.5,2000 ,43,55,56,78,5.0,Active,Single Family Home,2000,3300.0,550.0,1
766,73 Monte Verano Ct,San jose,Ca,95116,565000,3 ,2.0,958 ,72,56,56,63,5.0,Active,Condo,1988,0.0,590.0,0
767,1109 Pheasant Hill Way,San jose,Ca,95120,2150000,4 ,3.0,2532 ,8,16,4,78,9.0,Active,Townhouse,1998,5952.0,849.0,1
768,125 Campoli Dr,Morgan hill,Ca,95037,1898888,4 ,3.5,2894 ,23,34,60,66,4.0,Active,Single Family Residential,2023,7709.0,656.0,1
769,115 Campoli Dr,Morgan hill,Ca,95037,1938888,4 ,3.5,2628 ,23,34,60,66,4.0,Active,Single Family Residential,2023,7561.0,738.0,1
770,119 Belhaven Dr,Los gatos,Ca,95032,2450000,5 ,3.0,2448 ,44,0,31,54,7.0,Active,Single Family Home,1965,10363.0,1001.0,1
771,13127 Pfeifle Ave,San jose,Ca,95111,1149000,2 ,1.0,1118 ,51,52,66,0,3.0,Active,Single Family Home,1951,9375.0,1028.0,1
772,8687 Lomas Azules Pl,San jose,Ca,95135,1199888,2 ,2.5,2043 ,1,0,10,59,8.0,Active,Condo,1991,0.0,587.0,1
773,443 Alberto Way Unit B219,Los gatos,Ca,95032,579000,1 ,1.0,768 ,55,0,79,76,9.0,Active,Condo,1978,0.0,754.0,0
774,4217 Rivermark Pkwy,Santa clara,Ca,95054,2860000,4 ,3.5,3073 ,65,42,81,72,6.0,Active,Single Family Home,2003,3506.0,931.0,1
775,12661 Robleda Rd,Los altos hills,Ca,94022,14500000,6 ,6.5,8610 ,10,0,38,76,9.0,Active,Single Family Residential,2008,0.0,1684.0,1
776,1127 Carnforth Ct,San jose,Ca,95120,2799000,4 ,2.5,3000 ,17,18,22,78,9.0,Active,Single Family Home,1984,8625.0,933.0,1
777,719 Manzanita Ave,Sunnyvale,Ca,94085,1750000,3 ,2.0,1289 ,61,42,78,81,3.0,Active,Single Family Home,1954,5077.0,1358.0,1
778,430 Irving Ave,San jose,Ca,95128,1230000,3 ,2.0,1814 ,86,0,76,61,5.0,Active,Single Family Residential,1915,4000.0,678.0,1
779,2777 Richland Ave,San jose,Ca,95125,2999950,4 ,3.5,3010 ,58,31,66,82,7.0,Active,Single Family Home,1957,0.0,997.0,1
780,109 Elm Wood Ct,Los gatos,Ca,95032,1389000,3 ,2.5,1520 ,47,0,56,51,9.0,Active,Townhouse,1971,1800.0,914.0,1
781,5450 Monterey Hwy Unit 1C,San jose,Ca,95111,280000,3 ,2.0,1100 ,27,40,63,0,3.0,Active,Double-Wide Mobile Home,2001,0.0,255.0,0
782,15370 Skyview Ter,San jose,Ca,95132,1999999,3 ,2.5,1810 ,6,0,14,79,8.0,Active,Single Family Home,1960,0.0,1105.0,1
783,1540 Mckinley Ave,San jose,Ca,95126,1395000,3 ,2.0,1518 ,66,48,83,93,5.0,Active,Single Family Home,1978,3168.0,919.0,1
784,6804 Shadow Mountain Ct,San jose,Ca,95120,2495000,4 ,2.5,2382 ,15,21,8,73,9.0,Active,Single Family Home,1968,9335.0,1047.0,1
785,1055 N Capitol Ave #164,San jose,Ca,95133,597888,2 ,2.0,832 ,60,47,75,63,6.0,Active,Condo,1981,0.0,719.0,0
786,147 Nexus Loop,San jose,Ca,95110,910000,2 ,2.5,1370 ,91,69,91,61,4.0,Active,Condo,2019,780.0,664.0,0
787,1137 Stafford Dr,Cupertino,Ca,95014,3888000,5 ,4.5,2958 ,6,20,37,89,9.0,Active,Single Family Home,1966,7143.0,1314.0,1
788,1387 Prevost St,San jose,Ca,95125,2598000,4 ,3.0,2339 ,82,52,95,65,5.0,Active,Single Family Home,1940,5380.0,1111.0,1
789,775 Oak St,Mountain view,Ca,94041,6000000,20 ,16.0,9600 ,93,52,94,0,6.0,Active,5+ Units,1961,0.0,625.0,1
790,1267 Lafayette St,Santa clara,Ca,95050,1625000,4 ,3.0,2206 ,84,54,87,74,6.0,Active,Single Family Home,1920,6464.0,737.0,1
791,460 Marcia Dr,Morgan hill,Ca,95037,1100000,4 ,2.0,1948 ,46,32,23,50,4.0,Active,Single Family Home,1977,7703.0,565.0,1
792,619 Chapman St,San jose,Ca,95126,2200000,4 ,2.5,2538 ,79,50,78,93,5.0,Active,Single Family Home,2004,7653.0,867.0,1
793,872 Linden Dr,Santa clara,Ca,95050,1325000,4 ,2.0,1550 ,80,43,83,74,6.0,Active,Duplex,1948,9872.0,855.0,1
794,1757 Hillsdale Ave,San jose,Ca,95124,899999,3 ,1.0,1060 ,81,28,61,85,7.0,Active,Single Family Residential,1954,5097.0,849.0,0
795,2332 Patricia Dr,Santa clara,Ca,95050,1375000,4 ,2.0,1868 ,75,41,83,74,5.0,Active,Duplex,1956,6843.0,736.0,1
796,49 S 20Th St,San jose,Ca,95116,1790000,5 ,3.5,2327 ,87,55,85,78,3.0,Active,Single Family Residential,2022,5850.0,769.0,1
797,5606 Creekview Meadow Ln,San jose,Ca,95135,2999800,5 ,4.0,3423 ,5,17,37,78,9.0,Active,Single Family Residence,1998,0.0,876.0,1
798,1044 Belvedere Ln,San jose,Ca,95129,2998000,5 ,3.0,2057 ,50,38,65,89,9.0,Active,Single Family Residential,1957,7383.0,1457.0,1
799,725 Dartmouth Pl,Gilroy,Ca,95020,948999,4 ,2.0,2014 ,51,0,66,48,2.0,Active,Single Family Home,1976,7038.0,471.0,0
800,1167 Fairfield Ave,Santa clara,Ca,95050,1200000,2 ,1.0,1248 ,85,46,76,74,5.0,Active,Single Family Home,1950,7334.0,962.0,1
801,2233 Benton St,Santa clara,Ca,95050,1125000,3 ,1.0,1025 ,83,44,81,74,5.0,Active,Single Family Home,1950,5901.0,1098.0,1
802,58 Saron Ave,San jose,Ca,95116,888000,3 ,1.0,946 ,71,54,65,78,2.0,Active,Single Family Home,1940,6699.0,939.0,0
803,744 Mendecino Way,Morgan hill,Ca,95037,799000,2 ,1.5,1734 ,12,24,36,68,3.0,Active,Condo,1979,0.0,461.0,0
804,3001 Ruby Ave,San jose,Ca,95135,1629888,4 ,3.5,2447 ,73,20,57,67,8.0,Active,Townhouse,2013,2420.0,666.0,1
805,5568 Snowdon Pl,San jose,Ca,95138,2798000,4 ,3.5,3107 ,5,0,5,62,9.0,Active,Single Family Home,1996,8540.0,901.0,1
806,19964 Portal Plz,Cupertino,Ca,95014,999000,2 ,2.5,1326 ,85,45,77,84,9.0,Active,Condo,1982,0.0,753.0,0
807,5886 Southview Dr,San jose,Ca,95138,1350000,4 ,2.5,2077 ,10,34,52,67,5.0,Active,Single Family Home,1981,5926.0,650.0,1
808,456 N Winchester Blvd,Santa clara,Ca,95050,2857000,9 ,7.0,4154 ,70,37,81,0,6.0,Active,5+ Units,1958,7286.0,688.0,1
809,17231 Crothers Rd,San jose,Ca,95127,1499000,3 ,2.0,2070 ,3,0,4,63,5.0,Active,Single Family Home,1924,0.0,724.0,1
810,1515 North Milpitas Blvd #117,Milpitas,Ca,95035,379000,3 ,2.0,1188 ,73,39,73,0,8.0,Active,Double-Wide Mobile Home,2001,0.0,319.0,0
811,912 N California Ave,Palo alto,Ca,94303,9888000,5 ,5.5,4333 ,56,25,89,63,8.0,Active,Single Family Home,2020,0.0,2282.0,1
812,5776 Halleck Dr,San jose,Ca,95123,1198000,3 ,1.0,1303 ,75,31,80,78,4.0,Active,Single Family Home,1971,6519.0,919.0,1
813,11721 Putter Way,Los altos,Ca,94024,3198000,4 ,3.5,2715 ,3,0,11,92,9.0,Active,Single Family Home,1948,0.0,1178.0,1
814,812 Catkin Ct,San jose,Ca,95128,555000,2 ,2.0,922 ,46,43,55,65,6.0,Active,Condo,1988,0.0,602.0,0
815,968 Delmas Ave,San jose,Ca,95125,2498000,4 ,3.5,2780 ,75,55,95,64,5.0,Active,Single Family Home,1909,6634.0,899.0,1
816,511 Patricia Ln,Palo alto,Ca,94303,3885000,5 ,2.0,1780 ,48,33,73,63,8.0,Active,Single Family Home,1951,8852.0,2183.0,1
817,13740 Pierce Rd,Saratoga,Ca,95070,13400000,8 ,10.0,10501 ,4,0,8,61,9.0,Active,Single Family Home,2017,0.0,1276.0,1
818,24892 Olive Tree Ln,Los altos hills,Ca,94024,12980000,4 ,6.5,5689 ,0,0,8,86,9.0,Active,Single Family Home,1990,0.0,2282.0,1
819,818 Seale Ave,Palo alto,Ca,94303,5995000,4 ,3.5,3141 ,42,26,88,63,7.0,Active,Single Family Home,1949,9514.0,1909.0,1
820,319 Ramona St,Palo alto,Ca,94301,3200000,2 ,1.0,1277 ,92,57,100,70,8.0,Active,Single Family Home,1918,5624.0,2506.0,1
821,1062 Cathcart Way,Stanford,Ca,94305,2650000,3 ,2.5,2880 ,23,0,82,0,8.0,Active,Single Family Home,1970,0.0,920.0,1
822,12774 Leander Dr,Los altos hills,Ca,94022,6498000,6 ,5.5,4600 ,9,0,22,76,8.0,Active,Single Family Home,2004,0.0,1413.0,1
823,1720 Halford Ave #221,Santa clara,Ca,95051,650000,2 ,2.0,983 ,83,41,66,86,6.0,Active,Condo,1970,0.0,661.0,0
824,1443 Kilchoan Ct,San jose,Ca,95122,799999,4 ,2.0,1417 ,23,43,41,64,6.0,Active,Single Family Home,1964,7640.0,565.0,0
825,11331 Entrada Pl,Los altos,Ca,94024,5995000,5 ,5.5,4819 ,4,0,9,92,9.0,Active,Single Family Home,2007,0.0,1244.0,1
826,Jardin Way,Gilroy,Ca,95020,989000,4 ,2.5,2212 ,34,0,65,48,5.0,Active,Single Family Home,2011,4275.0,447.0,0
827,13360 Montebello Rd,Cupertino,Ca,95014,2888000,4 ,3.0,3196 ,5,0,1,90,9.0,Active,Single Family Home,1983,0.0,904.0,1
828,15001 Briggs Ct,Los gatos,Ca,95032,1871625,2 ,2.5,1626 ,69,0,70,54,9.0,Active,Condo,2021,0.0,1151.0,1
829,2891 Homestead Rd,Santa clara,Ca,95051,2888888,3 ,1.0,1500 ,75,34,80,78,9.0,Active,Single Family Home,1920,0.0,1926.0,1
830,2819 Agate Dr,Santa clara,Ca,95051,1249000,3 ,1.0,1144 ,34,34,65,86,5.0,Active,Single Family Home,1954,5763.0,1092.0,1
831,961 Thornton Way,San jose,Ca,95128,1948000,3 ,1.5,1725 ,56,44,61,65,6.0,Active,Single Family Home,1948,0.0,1129.0,1
832,1740 E William St,San jose,Ca,95116,925000,4 ,2.0,1464 ,73,50,60,78,4.0,Active,Duplex,1959,5457.0,632.0,0
833,6062 Pipit Way,Gilroy,Ca,95020,1148888,4 ,2.5,2164 ,4,0,40,48,6.0,Active,Single Family Home,2016,4159.0,531.0,1
834,123 Mountain Spgs #123,San jose,Ca,95136,289995,3 ,2.0,1440 ,27,43,42,0,5.0,Active,Double-Wide Mobile Home,1976,0.0,201.0,0
835,11140 Mount Hamilton Rd,San jose,Ca,95140,2350000,1 ,1.0,1200 ,12,0,4,63,5.0,Active,Single Family Home,1984,0.0,1958.0,1
836,261 Ronan Ave,Gilroy,Ca,95020,888000,4 ,2.5,2140 ,49,0,73,48,5.0,Active,Single Family Home,2000,3299.0,415.0,0
837,347 El Portal Way,San jose,Ca,95123,1398888,4 ,2.0,1676 ,63,47,59,83,7.0,Active,Single Family Home,1972,5974.0,835.0,1
838,1156 California Cir,Milpitas,Ca,95035,978000,2 ,2.5,1236 ,46,34,63,86,7.0,Active,Townhouse,2018,1524.0,791.0,0
839,334 Hawthorne Ave,Palo alto,Ca,94301,3350000,3 ,2.5,1657 ,87,56,100,70,8.0,Active,Single Family Home,2006,1112.0,2022.0,1
840,6370 Snowberry Ct,Gilroy,Ca,95020,1199000,6 ,3.0,3247 ,8,0,46,48,6.0,Active,Single Family Home,1997,8679.0,369.0,1
841,227 Ada Ave Unit M,Mountain view,Ca,94043,1448800,3 ,2.5,1460 ,64,47,88,74,6.0,Active,Townhouse,1982,3120.0,992.0,1
842,9160 E Paseo Tranquillo,Gilroy,Ca,95020,1988000,4 ,3.5,2858 ,2,0,1,48,6.0,Active,Single Family Home,2011,0.0,696.0,1
843,1570 Walters Ave,Campbell,Ca,95008,2850000,5 ,4.0,3046 ,39,27,63,72,9.0,Active,Single Family Home,2001,9000.0,936.0,1
844,Undisclosed Address,Gilroy,Ca,95020,1070000,4 ,2.5,1856 ,3,0,44,48,6.0,Active,Single Family Residential,2023,5351.0,577.0,1
